rcordova       2010-02-25 12:33:30 0 D
wrioja         2010-02-25 12:33:36 0 D
mmejia         2010-02-25 12:33:43 0 D
cvalverde      2010-02-25 12:33:48 0 D
ecaero         2010-02-25 12:33:55 0 D
hvillegas      2010-02-25 12:34:04 0 D
oantezana      2010-02-25 12:34:11 0 D
randia         2010-02-25 12:34:17 0 D
layllon        2010-02-25 12:34:26 0 D
kmontalvo      2010-02-25 12:34:32 0 D
schopitea      2010-02-25 12:34:44 0 D
jsiles         2010-02-25 12:34:50 0 D
rmedrano       2010-02-25 12:34:57 0 D
jcardenas      2010-02-25 12:35:03 0 D
farnez         2010-02-25 12:35:12 0 D
csubieta       2010-02-25 12:35:21 0 D
jbaptista      2010-02-25 12:35:28 0 D
esolis         2010-02-25 12:35:38 0 D
asaldias       2010-02-25 12:35:45 0 D
dsuarez        2010-02-25 12:36:01 0 D
rclaure        2010-02-25 12:36:08 0 D
amachaca       2010-02-25 12:36:20 0 D
dpalomino      2010-02-25 12:36:43 0 D
agarcia        2010-02-25 12:37:32 0 D
rsalamanca     2010-02-25 12:37:39 0 D
dcastro        2010-02-25 12:37:46 0 D
jpinto         2010-02-25 12:38:12 0 D
jquispe        2010-02-25 12:38:21 0 D
rmijaria       2010-02-25 12:38:30 0 D
sclaros        2010-02-25 12:38:45 0 D
plema          2010-02-25 12:39:38 0 D
rvia           2010-02-25 12:41:08 0 D
acamacho       2010-02-25 12:42:11 0 D
tsoliz         2010-02-25 12:42:40 0 D
jguarachi      2010-02-25 12:42:46 0 D
rayala         2010-02-25 12:43:03 0 D
rpereira       2010-02-25 12:43:11 0 D
rchumacero     2010-02-25 12:43:18 0 D
frojas         2010-02-25 12:43:24 0 D
vsoliz         2010-02-25 12:43:30 0 D
dmitma         2010-02-25 12:47:13 0 D
smarino        2010-02-25 12:47:32 0 D
jdurandal      2010-02-25 12:47:42 D D
krojas         2010-02-25 12:48:47 0 D
mzambrana      2010-02-25 12:49:21 0 D
jrivera        2010-02-25 12:49:29 0 D
oferrufino     2010-02-25 12:49:39 0 D
mcarvajal      2010-02-25 12:49:56 0 D
icvargas       2010-02-25 12:50:37 0 D
msinaniz       2010-02-25 12:51:22 0 D
adelgadillo    2010-02-25 12:53:56 0 D
cflores        2010-02-25 13:01:48 0 D
vdaga          2010-02-25 13:01:55 0 D
dmitma         2010-02-25 13:26:50 D D
smarino        2010-02-25 13:26:59 D D
tsoliz         2010-02-25 13:30:34 D D
jcarvallo      2010-02-25 13:30:43 D D
hvillegas      2010-02-25 13:50:40 D D
frojas         2010-02-25 13:59:23 D D
cflores        2010-02-25 14:07:59 D D
lsuarez        2010-02-25 14:11:20 D D
rmedrano       2010-02-25 14:11:30 D D
acamacho       2010-02-25 14:13:00 D D
gcastro        2010-02-25 14:19:00 D D
rsalamanca     2010-02-25 14:20:21 D D
oantezana      2010-02-25 14:22:13 D D
rbueno         2010-02-25 14:22:22 D D
layllon        2010-02-25 14:22:58 D D
rchumacero     2010-02-25 14:23:06 D D
rayala         2010-02-25 14:23:46 D D
rpereira       2010-02-25 14:23:54 D D
jguarachi      2010-02-25 14:24:01 D D
rcordova       2010-02-25 14:24:40 D D
amachaca       2010-02-25 14:26:13 D D
rclaure        2010-02-25 14:26:33 D D
wrioja         2010-02-25 14:27:34 D D
schopitea      2010-02-25 14:28:34 D D
csubieta       2010-02-25 14:29:03 D D
rmijaria       2010-02-25 14:29:13 D D
plema          2010-02-25 14:29:30 D D
mmejia         2010-02-25 14:29:37 D D
jdurandal      2010-02-25 14:29:42 D D
dpalomino      2010-02-25 14:29:49 D D
kmontalvo      2010-02-25 14:29:56 D D
rvia           2010-02-25 14:30:03 D D
ecaero         2010-02-25 14:30:35 D D
dcastro        2010-02-25 14:30:48 D D
farnez         2010-02-25 14:30:56 D D
jbaptista      2010-02-25 14:31:05 D D
msinaniz       2010-02-25 14:31:14 D D
adelgadillo    2010-02-25 14:31:26 D D
jsiles         2010-02-25 14:31:35 D D
oferrufino     2010-02-25 14:31:42 D D
ovelarde       2010-02-25 14:33:40 D D
agarcia        2010-02-25 14:34:25 D D
mcarvajal      2010-02-25 14:34:31 D D
galcala        2010-02-25 14:34:37 D D
rrodriguez     2010-02-25 14:34:46 D D
cvalverde      2010-02-25 14:35:49 D D
drocabado      2010-02-25 14:35:58 D D
scastro        2010-02-25 14:36:19 D D
jsolorzano     2010-02-25 14:37:42 D D
esanabria      2010-02-25 14:38:08 D D
jfuertes       2010-02-25 14:38:46 D D
icvargas       2010-02-25 14:38:55 D D
esolis         2010-02-25 14:39:04 D D
dsuarez        2010-02-25 14:40:18 D D
mzambrana      2010-02-25 14:40:23 D D
jrivera        2010-02-25 14:40:29 D D
avillegas      2010-02-25 14:41:41 D D
cacastellon    2010-02-25 14:42:45 D D
krojas         2010-02-25 14:43:50 D D
jcardenas      2010-02-25 14:53:23 D D
sclaros        2010-02-25 15:25:56 D D
fmosquera      2010-02-25 15:55:59 D D
amachaca       2010-02-25 17:34:09 0 D
randia         2010-02-25 18:27:54 D D
rbueno         2010-02-25 18:31:32 0 D
drocabado      2010-02-25 18:32:02 0 D
schopitea      2010-02-25 18:38:45 0 D
cvalverde      2010-02-25 18:39:51 0 D
layllon        2010-02-25 18:41:30 0 D
mmejia         2010-02-25 18:43:39 0 D
jsiles         2010-02-25 18:44:11 0 D
jfuertes       2010-02-25 18:44:22 0 D
esanabria      2010-02-25 18:45:34 0 D
icvargas       2010-02-25 18:45:41 0 D
esolis         2010-02-25 18:45:54 0 D
rayala         2010-02-25 18:46:02 0 D
hvillegas      2010-02-25 18:48:12 0 D
rrodriguez     2010-02-25 18:48:19 0 D
acamacho       2010-02-25 18:48:28 0 D
scastro        2010-02-25 18:49:59 0 D
rcordova       2010-02-25 18:52:55 0 D
krojas         2010-02-25 18:54:48 0 D
oferrufino     2010-02-25 18:55:37 0 D
rpereira       2010-02-25 18:56:04 0 D
wrioja         2010-02-25 19:01:07 0 D
msinaniz       2010-02-25 19:01:22 0 D
rmijaria       2010-02-25 19:03:52 0 D
rvia           2010-02-25 19:04:05 0 D
rsalamanca     2010-02-25 19:04:11 0 D
rclaure        2010-02-25 19:04:20 0 D
dmitma         2010-02-25 19:04:33 0 D
galcala        2010-02-25 19:04:41 0 D
dsuarez        2010-02-25 19:05:27 0 D
ecaero         2010-02-25 19:06:07 0 D
oantezana      2010-02-25 19:08:18 0 D
dpalomino      2010-02-25 19:09:40 0 D
dmaldonado     2010-02-25 19:10:16 0 D
plema          2010-02-25 19:10:31 0 D
dcastro        2010-02-25 19:11:41 0 D
lsuarez        2010-02-25 19:17:08 0 D
mcarvajal      2010-02-25 19:17:19 0 D
csubieta       2010-02-25 19:20:12 0 D
sclaros        2010-02-25 19:20:24 0 D
gcastro        2010-02-25 19:22:27 0 D
jguarachi      2010-02-25 19:36:56 0 D
rchumacero     2010-02-25 19:39:55 0 D
jdurandal      2010-02-25 19:40:13 0 D
adelgadillo    2010-02-25 19:41:10 0 D
kmontalvo      2010-02-25 19:56:00 0 D
smarino        2010-02-25 19:59:36 0 D
tsoliz         2010-02-25 20:02:34 0 D
jbaptista      2010-02-25 20:02:43 0 D
mzambrana      2010-02-25 20:03:07 0 D
jrivera        2010-02-25 20:03:15 0 D
cflores        2010-02-25 20:04:47 0 D
gherbas        2010-02-25 20:14:48 0 D
jcardenas      2010-02-25 20:24:03 0 D
rmedrano       2010-02-25 20:24:12 0 D
farnez         2010-02-25 20:24:18 0 D
agarcia        2010-02-25 20:33:28 0 D
jcarvallo      2010-02-25 20:33:42 0 D
avillegas      2010-02-25 21:35:33 0 D
frojas         2010-02-25 22:23:56 D D
vsoliz         2010-02-25 22:24:04 0 D
lsuarez        2010-02-26 07:34:47 D D
gherbas        2010-02-26 07:45:45 D D
jfuertes       2010-02-26 08:01:02 D D
ecaero         2010-02-26 08:01:58 D D
msinaniz       2010-02-26 08:02:37 D D
rchumacero     2010-02-26 08:02:44 D D
jdurandal      2010-02-26 08:10:34 D D
tsoliz         2010-02-26 08:13:16 D D
agarcia        2010-02-26 08:14:40 D D
rpereira       2010-02-26 08:15:23 D D
cacastellon    2010-02-26 08:16:23 D D
hvillegas      2010-02-26 08:16:42 D D
jrivera        2010-02-26 08:16:48 D D
rayala         2010-02-26 08:17:19 D D
dmitma         2010-02-26 08:18:29 D D
jguarachi      2010-02-26 08:20:16 D D
frojas         2010-02-26 08:20:23 D D
dpalomino      2010-02-26 08:22:51 D D
mzambrana      2010-02-26 08:22:56 D D
jbaptista      2010-02-26 08:23:01 D D
farnez         2010-02-26 08:25:03 D D
sclaros        2010-02-26 08:25:33 D D
rbueno         2010-02-26 08:25:42 D D
rbueno         2010-02-26 08:26:00 D D
esanabria      2010-02-26 08:26:15 D D
oantezana      2010-02-26 08:26:22 D D
adelgadillo    2010-02-26 08:26:31 D D
jcarvallo      2010-02-26 08:27:37 D D
erodriguez     2010-02-26 08:27:47 D D
rcordova       2010-02-26 08:28:00 D D
dsuarez        2010-02-26 08:28:17 D D
rvera          2010-02-26 08:28:26 D D
rvia           2010-02-26 08:28:50 D D
rsalamanca     2010-02-26 08:28:56 D D
rclaure        2010-02-26 08:29:05 D D
kmontalvo      2010-02-26 08:29:13 D D
jquispe        2010-02-26 08:29:44 D D
jvargas        2010-02-26 08:30:31 D D
oferrufino     2010-02-26 08:30:53 D D
rmijaria       2010-02-26 08:31:09 D D
avillegas      2010-02-26 08:31:17 D D
drocabado      2010-02-26 08:31:25 D D
icvargas       2010-02-26 08:31:52 D D
rrodriguez     2010-02-26 08:32:00 D D
galcala        2010-02-26 08:33:58 D D
wrioja         2010-02-26 08:34:39 D D
esolis         2010-02-26 08:34:49 D D
jsiles         2010-02-26 08:34:55 D D
ovelarde       2010-02-26 08:35:50 D D
layllon        2010-02-26 08:36:36 D D
amachaca       2010-02-26 08:36:42 D D
fmosquera      2010-02-26 08:36:51 D D
mcarvajal      2010-02-26 08:37:12 D D
gcastro        2010-02-26 08:39:45 D D
dcastro        2010-02-26 08:40:39 D D
jpinto         2010-02-26 08:40:47 D D
scastro        2010-02-26 08:41:31 D D
jcardenas      2010-02-26 08:41:38 D D
mmejia         2010-02-26 08:41:44 D D
czamora        2010-02-26 08:41:53 D D
csubieta       2010-02-26 08:42:09 D D
fprudencio     2010-02-26 08:43:11 D D
smarino        2010-02-26 08:44:09 D D
schopitea      2010-02-26 08:44:15 D D
plema          2010-02-26 08:44:31 D D
rmedrano       2010-02-26 08:44:40 D D
vdaga          2010-02-26 08:44:48 D D
mmontano       2010-02-26 08:44:55 D D
cquiroga       2010-02-26 08:45:01 D D
acamacho       2010-02-26 08:46:59 D D
cflores        2010-02-26 08:50:34 D D
vsoliz         2010-02-26 08:50:42 D D
cvalverde      2010-02-26 08:56:57 D D
krojas         2010-02-26 08:57:02 D D
hbranez        2010-02-26 09:05:36 D D
jfuertes       2010-02-26 12:30:05 0 D
rbueno         2010-02-26 12:30:17 0 D
aencinas       2010-02-26 12:30:24 D D
agarcia        2010-02-26 12:30:34 0 D
drocabado      2010-02-26 12:30:41 0 D
schopitea      2010-02-26 12:30:54 0 D
rcordova       2010-02-26 12:31:23 0 D
wrioja         2010-02-26 12:31:30 0 D
randia         2010-02-26 12:31:36 0 D
avillegas      2010-02-26 12:31:45 0 D
mmejia         2010-02-26 12:32:23 0 D
hvillegas      2010-02-26 12:32:34 0 D
farnez         2010-02-26 12:32:50 0 D
rmedrano       2010-02-26 12:32:59 0 D
mmontano       2010-02-26 12:33:05 0 D
jcardenas      2010-02-26 12:33:13 0 D
gcastro        2010-02-26 12:33:21 0 D
rrodriguez     2010-02-26 12:33:29 0 D
plema          2010-02-26 12:33:38 0 D
kmontalvo      2010-02-26 12:33:48 0 D
cacastellon    2010-02-26 12:34:20 0 D
esanabria      2010-02-26 12:34:28 D D
csubieta       2010-02-26 12:35:16 0 D
jsiles         2010-02-26 12:35:24 0 D
rclaure        2010-02-26 12:35:40 0 D
rsalamanca     2010-02-26 12:35:53 0 D
ebeltran       2010-02-26 12:36:10 0 D
dcastro        2010-02-26 12:36:17 0 D
oferrufino     2010-02-26 12:36:29 0 D
erodriguez     2010-02-26 12:36:37 D D
scastro        2010-02-26 12:36:47 0 D
oantezana      2010-02-26 12:37:07 0 D
icvargas       2010-02-26 12:37:41 0 D
amachaca       2010-02-26 12:37:53 0 D
layllon        2010-02-26 12:38:03 0 D
sclaros        2010-02-26 12:38:11 0 D
jbaptista      2010-02-26 12:38:20 0 D
acamacho       2010-02-26 12:38:27 0 D
jquispe        2010-02-26 12:38:54 0 D
jpinto         2010-02-26 12:39:03 0 D
dpalomino      2010-02-26 12:39:11 0 D
rmijaria       2010-02-26 12:39:27 0 D
galcala        2010-02-26 12:39:34 0 D
rchumacero     2010-02-26 12:40:29 0 D
mcarvajal      2010-02-26 12:42:52 0 D
adelgadillo    2010-02-26 12:43:02 0 D
jdurandal      2010-02-26 12:43:07 D D
mzambrana      2010-02-26 12:43:16 0 D
jrivera        2010-02-26 12:43:22 0 D
lsuarez        2010-02-26 12:43:37 0 D
dsuarez        2010-02-26 12:43:48 0 D
rpereira       2010-02-26 12:44:09 0 D
rayala         2010-02-26 12:45:32 0 D
esolis         2010-02-26 12:45:49 0 D
tsoliz         2010-02-26 12:49:19 0 D
msinaniz       2010-02-26 12:49:27 0 D
ecaero         2010-02-26 12:49:39 0 D
smarino        2010-02-26 12:49:48 0 D
dmitma         2010-02-26 12:50:17 0 D
jguarachi      2010-02-26 12:51:18 0 D
cflores        2010-02-26 12:51:49 0 D
krojas         2010-02-26 12:55:03 0 D
rvia           2010-02-26 13:18:43 0 D
cvalverde      2010-02-26 13:21:38 0 D
jcarvallo      2010-02-26 13:25:57 0 D
dmitma         2010-02-26 13:38:44 D D
smarino        2010-02-26 13:39:01 D D
tsoliz         2010-02-26 13:44:56 D D
acamacho       2010-02-26 13:47:41 D D
rmedrano       2010-02-26 13:55:41 D D
rvia           2010-02-26 14:00:06 D D
icvargas       2010-02-26 14:02:15 D D
hvillegas      2010-02-26 14:02:26 D D
agarcia        2010-02-26 14:06:16 D D
frojas         2010-02-26 14:15:11 0 D
frojas         2010-02-26 14:15:19 D D
dsuarez        2010-02-26 14:25:55 D D
jcarvallo      2010-02-26 14:26:07 D D
czamora        2010-02-26 14:26:23 D D
csubieta       2010-02-26 14:26:34 D D
rbueno         2010-02-26 14:26:43 D D
rcordova       2010-02-26 14:27:31 D D
amachaca       2010-02-26 14:27:39 D D
lsuarez        2010-02-26 14:27:49 D D
rchumacero     2010-02-26 14:27:56 D D
rayala         2010-02-26 14:28:12 D D
esolis         2010-02-26 14:28:22 D D
jquispe        2010-02-26 14:28:29 D D
rsalamanca     2010-02-26 14:28:34 D D
farnez         2010-02-26 14:28:41 D D
jfuertes       2010-02-26 14:29:06 D D
dpalomino      2010-02-26 14:29:13 D D
kmontalvo      2010-02-26 14:30:07 D D
ecaero         2010-02-26 14:30:33 D D
dcastro        2010-02-26 14:30:42 D D
rclaure        2010-02-26 14:30:50 D D
drocabado      2010-02-26 14:32:24 D D
schopitea      2010-02-26 14:32:31   D
rmijaria       2010-02-26 14:32:39 D D
jsiles         2010-02-26 14:32:49 D D
wrioja         2010-02-26 14:33:15 D D
mzambrana      2010-02-26 14:33:33 D D
layllon        2010-02-26 14:33:39 D D
sclaros        2010-02-26 14:33:47 D D
cacastellon    2010-02-26 14:33:57 D D
jbaptista      2010-02-26 14:34:08 D D
jguarachi      2010-02-26 14:34:27 D D
plema          2010-02-26 14:34:33 D D
jsolorzano     2010-02-26 14:34:41 D D
msinaniz       2010-02-26 14:34:50 D D
esanabria      2010-02-26 14:34:56 D D
jdurandal      2010-02-26 14:35:01 D D
galcala        2010-02-26 14:35:53 D D
rrodriguez     2010-02-26 14:36:06 D D
avillegas      2010-02-26 14:37:21 D D
jrivera        2010-02-26 14:37:25 D D
erodriguez     2010-02-26 14:38:20 D D
adelgadillo    2010-02-26 14:39:43 D D
scastro        2010-02-26 14:43:18 D D
mcarvajal      2010-02-26 14:43:26 D D
mmejia         2010-02-26 14:43:31 D D
jcardenas      2010-02-26 14:44:48 D D
fprudencio     2010-02-26 14:46:10 D D
cflores        2010-02-26 14:51:12 D D
mmontano       2010-02-26 14:51:37 D D
gcastro        2010-02-26 14:52:07 D D
krojas         2010-02-26 14:59:24 D D
mgonzalez      2010-02-26 15:01:39 D D
lsuarez        2010-02-26 16:49:51 D D
rvia           2010-02-26 18:33:40 0 D
rsalamanca     2010-02-26 18:33:45 0 D
drocabado      2010-02-26 18:33:55 0 D
agarcia        2010-02-26 18:34:06 0 D
rclaure        2010-02-26 18:34:22 0 D
rbueno         2010-02-26 18:38:24 0 D
mmejia         2010-02-26 18:39:04 0 D
oantezana      2010-02-26 18:40:17 0 D
layllon        2010-02-26 18:41:23 0 D
hvillegas      2010-02-26 18:45:04 0 D
erodriguez     2010-02-26 18:45:15 D D
csubieta       2010-02-26 18:47:36 0 D
rrodriguez     2010-02-26 18:48:10 0 D
mmontano       2010-02-26 18:48:22 0 D
tsoliz         2010-02-26 18:48:41 0 D
rmijaria       2010-02-26 18:50:27 0 D
dcastro        2010-02-26 18:50:33 D D
jfuertes       2010-02-26 18:50:55 0 D
dmitma         2010-02-26 18:51:08 0 D
rcordova       2010-02-26 18:51:50 0 D
amachaca       2010-02-26 18:52:25 0 D
cacastellon    2010-02-26 18:52:56 0 D
jpinto         2010-02-26 18:53:48 0 D
jquispe        2010-02-26 18:53:56 0 D
jcardenas      2010-02-26 18:57:16 0 D
rmedrano       2010-02-26 18:57:24 0 D
farnez         2010-02-26 18:57:30 0 D
gherbas        2010-02-26 18:57:47 0 D
jsiles         2010-02-26 18:58:03 0 D
mgonzalez      2010-02-26 18:58:55 0 D
ecaero         2010-02-26 19:00:46 0 D
acamacho       2010-02-26 19:06:44 0 D
esanabria      2010-02-26 19:06:52 D D
msinaniz       2010-02-26 19:07:24 0 D
gaguilar       2010-02-26 19:07:32 0 D
esolis         2010-02-26 19:08:26 0 D
dsuarez        2010-02-26 19:10:39 0 D
jrivera        2010-02-26 19:12:49 0 D
wrioja         2010-02-26 19:14:26 0 D
mzambrana      2010-02-26 19:15:33 0 D
rchumacero     2010-02-26 19:16:04 0 D
kmontalvo      2010-02-26 19:17:01 0 D
schopitea      2010-02-26 19:17:36 0 D
galcala        2010-02-26 19:17:43 0 D
rayala         2010-02-26 19:19:46 0 D
krojas         2010-02-26 19:21:29 0 D
icvargas       2010-02-26 19:21:42 0 D
mcarvajal      2010-02-26 19:21:49 0 D
oferrufino     2010-02-26 19:21:58 0 D
gcastro        2010-02-26 19:22:06 0 D
adelgadillo    2010-02-26 19:25:46 0 D
smarino        2010-02-26 19:29:39 0 D
avillegas      2010-02-26 19:55:38 0 D
cflores        2010-02-26 20:05:26 D D
dmaldonado     2010-02-26 20:27:50 0 D
dpalomino      2010-02-26 20:27:56 0 D
jmita          2010-02-26 20:32:17 0 D
jcarvallo      2010-02-26 20:51:50 0 D
jguarachi      2010-02-26 21:11:42 0 D
jbaptista      2010-02-26 21:27:49 0 D
frojas         2010-02-27 09:28:20 D D
frojas         2010-02-27 11:21:51 D D
jcarvallo      2010-02-27 12:58:16 D D
jcarvallo      2010-02-27 20:09:59 0 D
randia         2010-02-28 12:09:24 D D
